location_id,city,neighbourhood,country,lat,lon,expected_class,osm_element_count,F01_poi_density,F02_land_use_entropy,F03_retail_gf_ratio,F04_work_residential_ratio,F05_housing_in_between,F06_residential_density,F07_housing_diversity,F08_public_private_gradient,F09_street_cafe_density,F10_market_cluster,F12_gamma_index,F13_pedestrian_count,F14_shop_variety,F15_night_economy,F16_transit_access,F17_civic_presence,F18_healthcare_access,F19_education_scatter,F20_industrial_ribbon,F21_home_workshop_density,F22_intersection_density,F23_height_mix,F25_promenade_score,F26_density_gradient,F27_food_stand_density,F28_workspace_cluster,F29_gini_simpson,F30_green_space_ratio
107,Bengaluru,Electronic City Phase 1,India,12.8496783,77.6649749,Low,1602,824.62,0.2818,0.0265,3.5,0.0206,1.99,0.3333,0.0175,10.9419,1,0.7076,21.88,1.3393,0.0536,37,0,9,10,0.0526,0.0,152.19,0.0081,0.2188,0.5556,3.4815,1.9894,0.3269,0.0048
108,Bengaluru,Whitefield IT Park,India,12.9957428,77.7579489,Low,2252,1148.4,0.756,0.0028,0.4167,0.0024,5.97,0.1667,0.0004,9.4498,1,0.7916,11.94,0.9649,0.0175,10,0,3,18,0.0833,0.0,141.25,0.0062,0.1542,1.1321,0.0,0.4974,0.7899,0.0074
109,Bengaluru,Sarjapur Residential,India,12.9116225,77.6388622,Low,6121,3070.2,0.3784,0.0671,1.5638,0.0168,74.11,0.8333,0.0207,12.434,1,0.9173,138.27,1.6154,0.0962,19,1,19,10,0.0424,3.4815,455.08,0.0038,0.6243,2.7273,12.434,47.7465,0.4797,0.0053
110,Bengaluru,Banashankari 3rd Stage,India,12.9315578,77.5479272,Low,6884,3453.16,0.527,0.0151,9.5,0.0002,3.98,0.5,0.0046,9.9472,1,0.8991,12.93,1.322,0.0169,16,1,32,3,0.1111,0.9947,415.79,0.0009,0.1641,0.2586,3.4815,4.4762,0.716,0.002
111,Bengaluru,Yelahanka New Town,India,13.0978039,77.5811889,Low,5260,2644.96,0.4412,0.0316,0.1461,0.0353,391.42,0.5,0.0107,10.4445,1,0.9441,56.7,1.1034,0.0,11,1,35,14,0.045,1.4921,335.72,0.0057,0.3879,0.5357,4.4762,3.9789,0.5621,0.0122
112,Bengaluru,Devanahalli Residential,India,13.2483502,77.7134377,Low,90,73.61,0.8574,0.175,1.75,0.05,1.99,0.1667,0.0,8.9525,1,0.8555,1.49,1.069,0.069,6,0,12,5,0.1923,0.0,205.41,0.175,0.097,1.7308,0.0,0.4974,0.8876,0.0068
113,Bengaluru,Bagaluru IT Corridor,India,13.1403482,77.671269,Low,512,283.99,0.6514,0.0065,1.0,0.0022,0.99,0.1667,0.0018,9.4498,1,0.6951,0.0,0.8814,0.0169,2,0,10,9,0.037,0.0,56.2,0.0109,0.0945,4.6667,0.0,0.0,0.8066,0.0053
114,Bengaluru,Jigani Industrial Area,India,12.7791307,77.6313477,Low,139,90.52,0.0759,0.0789,2.0,0.0,0.0,0.0,0.0055,9.4498,1,0.7619,0.5,1.2093,0.0233,0,0,1,2,0.9574,0.0,46.75,0.0263,0.097,0.7317,0.0,0.0,0.0824,0.0
115,Bengaluru,KIADB Bommasandra,India,12.7836552,77.7461411,Low,360,205.41,0.1891,0.0163,0.5,0.0,1.99,0.1667,0.0048,9.9472,1,0.7323,0.5,1.0,0.0377,2,0,5,6,0.8987,0.0,44.26,0.038,0.102,0.5882,0.0,0.4974,0.1904,0.0024
116,Bengaluru,Kadugodi Residential,India,12.9957428,77.7579489,Low,2252,1148.4,0.756,0.0028,0.4167,0.0024,5.97,0.1667,0.0004,9.4498,1,0.7916,11.94,0.9649,0.0175,10,0,3,18,0.0833,0.0,141.25,0.0062,0.1542,1.1321,0.0,0.4974,0.7899,0.0074
117,Bengaluru,Hoskote Residential,India,13.0318443,77.7618779,Low,595,322.79,0.7318,0.0223,0.0145,0.0081,172.09,0.6667,0.0123,9.9472,1,0.7611,0.99,1.3889,0.037,8,1,6,7,0.125,0.0,40.78,0.0243,0.1044,1.2,1.4921,0.0,0.842,0.0108
119,Bengaluru,Manyata Tech Park,India,13.0482891,77.6211004,Low,1363,706.25,0.6146,0.1003,0.7905,0.0424,52.22,0.5,0.0169,10.4445,1,0.7375,25.86,1.386,0.0351,4,0,0,14,0.0694,0.0,133.79,0.0116,0.2338,0.5455,9.4498,21.3864,0.7724,0.0197
120,Bengaluru,Outer Ring Road IT Corridor,India,12.9217999,77.5603137,Low,6922,3468.09,0.542,0.0096,12.6667,0.0012,1.49,0.3333,0.0052,11.9366,1,0.8712,7.96,1.451,0.0196,17,1,19,9,0.125,0.0,423.75,0.0012,0.1592,1.2766,8.4551,1.9894,0.7014,0.0023
121,Bengaluru,Prestige Tech Park Area,India,12.9422716,77.6935966,Low,1405,726.64,0.669,0.162,1.2875,0.0875,39.79,0.5,0.0363,10.9419,1,0.7848,30.84,1.8036,0.0714,4,0,5,11,0.099,0.9947,91.02,0.0173,0.2636,0.8491,9.4498,24.868,0.7946,0.0157
122,Pune,FC Road Fergusson College Road,India,18.5150117,73.8422183,High,2756,1388.63,0.585,0.0695,1.4032,0.0089,30.84,0.5,0.0326,12.434,1,0.8076,76.1,1.4722,0.0278,29,1,21,9,0.1579,0.0,327.76,0.0085,0.5048,1.3636,7.4604,4.4762,0.7202,0.0032
123,Pune,Camp Area MG Road,India,18.5216239,73.8717527,High,1607,825.62,0.7545,0.0537,5.2222,0.0044,4.48,0.5,0.0187,11.4393,1,0.698,8.46,1.3208,0.0189,25,1,15,11,0.0909,0.0,239.23,0.0088,0.1567,0.9,2.4868,6.4657,0.8223,0.006
124,Pune,Deccan Gymkhana,India,18.5158926,73.84116,High,2662,1350.33,0.6172,0.0716,1.4194,0.0098,30.84,0.5,0.0324,13.9261,1,0.8183,80.57,1.1132,0.0189,26,1,27,15,0.1667,0.0,349.15,0.0083,0.5421,1.5625,6.963,3.4815,0.7654,0.0037
125,Pune,Appa Balwant Chowk Book Market,India,18.5164669,73.8531111,High,4442,2237.12,0.454,0.0243,1.7097,0.0028,15.42,0.5,0.0131,10.4445,1,0.8232,72.61,1.0357,0.0179,45,1,24,11,0.0667,0.0,373.52,0.0038,0.4675,1.4706,1.9894,3.4815,0.6311,0.0022
126,Pune,Laxmi Road Narayan Peth,India,18.5153491,73.8687707,High,1953,1000.69,0.4243,0.0172,1.9167,0.0017,5.97,0.3333,0.004,10.4445,1,0.7591,2.49,1.2373,0.0169,8,1,14,12,0.0,0.0,271.56,0.0044,0.1169,1.3889,0.0,0.9947,0.6173,0.0035
127,Pune,Mandai Kasba Peth,India,18.5123544,73.8570331,High,3392,1715.39,0.5031,0.025,4.5833,0.0039,5.97,0.5,0.0101,10.4445,1,0.8121,39.29,1.0351,0.0175,25,1,15,13,0.1333,0.0,319.3,0.0039,0.3009,0.2679,0.9947,4.4762,0.7022,0.0038
128,Pune,Sahakarnagar Market,India,18.4695025,73.8309667,High,1826,936.03,0.1001,0.0011,0.0,0.0,5.97,0.3333,0.0011,9.4498,1,0.7314,5.47,1.3036,0.0536,10,1,6,9,0.0,0.0,118.87,0.0028,0.1219,1.4706,0.0,0.0,0.142,0.0021
129,Pune,Koregaon Park Road 1,India,18.5366225,73.8932738,Medium,1236,641.59,0.44,0.0713,0.1148,0.0084,103.95,0.6667,0.0465,19.8944,1,0.7439,10.44,1.4444,0.0926,0,1,9,7,0.0625,0.4974,86.04,0.0141,0.2512,0.0,2.9842,0.9947,0.541,0.0031
130,Pune,Aundh Main Market,India,18.5725417,73.8069974,Medium,883,468.51,0.433,0.036,0.575,0.0103,19.89,0.1667,0.0106,9.9472,1,0.7442,5.47,1.1186,0.0508,8,0,13,5,0.037,0.0,89.52,0.0064,0.1268,0.0,0.9947,1.4921,0.4911,0.0032
131,Pune,Viman Nagar Market,India,18.5703877,73.9133336,Medium,915,482.44,0.4193,0.0231,1.1111,0.0061,4.48,0.3333,0.0144,13.4287,1,0.7341,2.49,1.4364,0.0727,0,0,9,12,0.0323,0.0,116.38,0.0073,0.1467,0.2778,0.0,1.4921,0.5453,0.0031
132,Pune,Baner Road Market,India,18.5630502,73.7835178,Medium,1690,867.39,0.5284,0.1789,1.2195,0.0578,81.57,0.6667,0.0298,11.9366,1,0.6429,5.47,1.537,0.037,19,1,17,8,0.02,4.9736,126.33,0.0135,0.1467,2.234,6.4657,12.434,0.6816,0.004
133,Pune,Kalyani Nagar,India,18.5481382,73.9025513,Medium,1193,621.2,0.453,0.0388,0.2667,0.0169,37.3,0.6667,0.0216,16.9102,1,0.7146,18.4,1.4821,0.1071,7,1,7,7,0.0,0.4974,116.88,0.0109,0.2611,3.2609,0.9947,3.4815,0.6015,0.0032
134,Pune,Pimple Saudagar Market,India,18.5981553,73.7977661,Medium,1680,861.92,0.2063,0.018,0.2048,0.0045,41.28,0.8333,0.0069,11.9366,1,0.7131,5.97,1.2642,0.0189,6,0,14,3,0.0,0.0,126.33,0.0071,0.1492,0.9,0.9947,0.9947,0.3036,0.0075
135,Pune,Hadapsar Market,India,18.5007741,73.9379146,Medium,1744,896.74,0.3125,0.0048,1.3333,0.0012,1.49,0.3333,0.0028,9.9472,1,0.7344,3.98,1.0678,0.0339,1,0,20,5,0.0476,0.0,197.95,0.003,0.1194,1.0909,0.4974,0.0,0.449,0.0022
136,Pune,Kothrud Main Market,India,18.5072618,73.8056676,Medium,2699,1371.72,0.1366,0.0099,0.6071,0.0008,13.93,0.5,0.0044,10.4445,1,0.7576,5.47,1.1695,0.0339,23,1,16,2,0.0784,0.0,219.34,0.0044,0.1318,2.7,1.9894,2.9842,0.1799,0.0029
137,Pune,Chinchwad Station Area,India,18.6403548,73.7917128,Medium,855,453.09,0.3155,0.0374,12.0,0.004,0.99,0.3333,0.0066,10.9419,1,0.7207,9.95,1.2321,0.0357,2,0,13,4,0.3889,0.0,146.72,0.0094,0.1592,0.5556,1.4921,0.0,0.537,0.0099
138,Pune,Wakad Market,India,18.6022495,73.7644454,Medium,2721,1380.17,0.2694,0.0965,0.8901,0.0121,95.0,0.5,0.0169,12.9313,1,0.7303,19.4,1.7778,0.0,1,1,18,7,0.0,2.9842,227.29,0.007,0.2263,1.875,19.8944,6.963,0.3143,0.004
139,Pune,Katraj Main Road,India,18.4536792,73.8563196,Medium,2083,1064.35,0.1919,0.0057,0.6923,0.0,6.47,0.5,0.0009,11.4393,1,0.7793,23.87,1.2281,0.0175,17,0,11,13,0.0,0.0,203.42,0.0036,0.2338,0.8333,1.4921,0.4974,0.3367,0.0056
140,Pune,Kothrud Residential Sector,India,18.5072618,73.8056676,Low,2699,1371.72,0.1366,0.0099,0.6071,0.0008,13.93,0.5,0.0044,10.4445,1,0.7576,5.47,1.1695,0.0339,23,1,16,2,0.0784,0.0,219.34,0.0044,0.1318,2.7,1.9894,2.9842,0.1799,0.0029
143,Pune,Magarpatta Cyber City,India,18.5111545,73.9273823,Low,1396,723.66,0.2595,0.0295,0.0579,0.0401,163.13,0.6667,0.0076,10.9419,1,0.8414,98.48,1.2542,0.0169,1,1,11,10,0.0132,0.0,223.31,0.0116,0.6018,3.8298,0.0,4.4762,0.3558,0.0268
144,Pune,Pimpri Industrial Area,India,18.6231854,73.8019932,Low,928,490.4,0.3403,0.0129,3.3333,0.0012,1.49,0.3333,0.002,9.9472,1,0.7644,11.44,1.0,0.0,4,0,9,4,0.1875,0.0,165.62,0.0059,0.1567,0.8182,0.0,1.4921,0.5391,0.0081
145,Pune,MIDC Bhosari Industrial,India,18.638365,73.8322434,Low,1373,708.24,-0.0,0.0104,13.0,0.0,0.0,0.0,0.0007,9.4498,1,0.7893,0.0,0.8039,0.0196,0,0,1,2,1.0,0.0,112.4,0.0015,0.0945,0.9375,1.9894,2.4868,0.0,0.0063
146,Pune,Ambegaon Residential,India,19.0316936,73.9500301,Low,19,24.37,0.0,0.1176,0.0,0.0,0.0,0.0,0.0408,10.4445,1,0.6538,0.0,1.5333,0.0333,0,0,0,1,0.0,0.0,11.44,0.0588,0.1044,0.0,0.0,0.0,0.0,0.0
147,Pune,Sus Residential,India,18.5536672,73.752727,Low,181,119.86,0.3839,0.0,0.0,0.0296,0.99,0.1667,0.0,9.9472,1,0.728,0.0,1.0667,0.0,0,0,4,11,0.0,0.0,59.19,0.0178,0.0995,8.0769,0.4974,0.0,0.625,0.0
148,Pune,Undri Residential,India,18.4516288,73.8927589,Low,901,477.46,0.4533,0.0034,3.0,0.0,0.5,0.1667,0.0,9.4498,1,0.7131,0.0,1.2034,0.0508,0,0,11,6,0.2,0.0,100.96,0.0034,0.0945,1.0909,0.0,0.0,0.6,0.0073
149,Pune,Wagholi Residential,India,18.5806299,73.9833099,Low,1943,995.22,0.2813,0.0061,0.1607,0.0078,27.85,0.6667,0.001,9.9472,1,0.751,5.47,1.069,0.0345,2,0,13,6,0.0213,0.0,196.46,0.0067,0.1268,0.8182,0.9947,0.9947,0.3359,0.0025
150,Pune,Bavdhan Residential,India,18.5209541,73.7780873,Low,1256,654.03,0.2217,0.0659,1.2857,0.0065,10.44,0.5,0.0403,11.4393,1,0.74,1.99,1.1017,0.0508,0,1,9,10,0.0286,0.0,87.04,0.0074,0.1243,2.7,1.4921,2.4868,0.2596,0.0046
151,Pune,Pirangut Residential,India,18.5112818,73.6790069,Low,26,42.28,-0.0,0.0455,1.0,0.0,0.0,0.0,0.0,9.9472,1,0.7347,0.0,0.8305,0.0,0,0,10,8,1.0,0.0,15.42,0.0909,0.0995,5.1136,0.0,0.0,0.0,0.0
152,Pune,Ravet Residential,India,18.643269,73.7450557,Low,842,448.12,0.4613,0.0086,0.1667,0.0012,8.95,0.3333,0.0044,9.9472,1,0.6786,0.0,1.1695,0.0,0,1,8,10,0.0625,0.0,78.58,0.0074,0.0995,2.0192,0.9947,0.0,0.6562,0.0011
153,Pune,Talegaon Industrial Dabhade,India,18.6774246,74.1305811,Low,36,31.83,0.235,0.0,0.0,0.0,10.94,0.3333,0.0,2.9842,1,0.8235,0.0,1.4643,0.0,0,0,0,2,0.3333,0.0,5.47,0.0909,0.0298,2.5,0.0,0.0,0.4444,0.0312
154,Hyderabad,Charminar Area,India,17.3616024,78.4746421,High,1637,842.53,0.478,0.0211,22.0,0.0,0.0,0.0,0.0083,10.4445,1,0.8005,4.97,0.7368,0.0,2,1,9,4,0.0909,1.4921,333.73,0.0013,0.1293,3.1915,0.4974,1.4921,0.6446,0.0035
155,Hyderabad,Laad Bazaar,India,17.3625085,78.4729754,High,1619,834.07,0.5597,0.0234,23.0,0.0,0.0,0.0,0.0083,10.4445,1,0.7939,5.47,0.7414,0.0,2,1,9,7,0.0909,0.4974,307.87,0.0013,0.1318,1.7308,0.4974,0.4974,0.7603,0.0048
156,Hyderabad,Abids Commercial Area,India,17.3894783,78.477182,High,2969,1504.01,0.2862,0.0183,3.75,0.0014,5.97,0.5,0.0036,9.9472,1,0.6994,1.49,1.2364,0.0,9,0,13,13,0.1429,0.0,207.9,0.0043,0.1069,1.1765,2.9842,1.9894,0.3946,0.003
157,Hyderabad,Koti Market,India,17.3847309,78.4836642,High,3825,1930.25,0.4432,0.0098,6.5,0.0,1.99,0.3333,0.0031,9.9472,1,0.7503,1.49,1.0357,0.0,9,0,12,10,0.0588,0.0,247.19,0.0019,0.1069,1.4706,2.9842,0.9947,0.5536,0.0021
158,Hyderabad,Banjara Hills Road 12,India,17.4119907,78.4359125,High,2356,1199.63,0.6399,0.0074,0.7059,0.0009,8.46,0.5,0.0046,11.4393,1,0.7805,1.99,1.5714,0.0179,2,0,9,8,0.0,0.0,263.1,0.0039,0.1243,2.5,0.4974,1.9894,0.8125,0.0017
159,Hyderabad,Jubilee Hills Check Post,India,17.4357487,78.4204287,High,3607,1822.32,0.3598,0.0097,6.75,0.0006,1.99,0.5,0.0033,11.4393,1,0.8181,0.5,1.2807,0.0526,6,0,9,31,0.0,1.9894,152.69,0.0029,0.1169,0.5455,1.4921,1.9894,0.5938,0.0016
160,Hyderabad,Himayatnagar Market,India,17.4039821,78.4881942,High,5365,2695.19,0.2864,0.031,3.4211,0.0006,18.9,0.5,0.0083,12.9313,1,0.805,1.49,1.5185,0.0,15,1,13,14,0.0,0.0,284.99,0.0018,0.1368,0.0,4.4762,9.9472,0.3843,0.0039
161,Hyderabad,Old City Mozamjahi Market,India,17.4033145,78.4086572,High,4516,2274.92,0.3703,0.0047,0.2375,0.0002,39.79,0.5,0.0015,10.9419,1,0.8011,0.5,1.2759,0.0,5,0,10,7,0.1111,0.0,352.13,0.0014,0.1119,2.7551,1.4921,0.9947,0.5185,0.0026
162,Hyderabad,Secunderabad Station Area,India,17.4338591,78.502051,Medium,4348,2172.46,0.6178,0.0083,13.5,0.0027,0.99,0.1667,0.0032,9.9472,1,0.8364,47.25,1.7,0.2,7,1,3,3,0.0714,0.9947,428.23,0.0027,0.3357,10.0,19.8944,2.4868,0.7551,0.0039
76,Mumbai,Thane Wagle Industrial Estate,India,19.1131271,72.962701,Low,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Bengaluru,Nandi Hills Residential,India,13.5379282,77.7324372,Low,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Hyderabad,Ameerpet Junction,India,17.4375012,78.4482505,Medium,3274,1654.22,0.5168,0.0414,1.5085,0.0147,29.34,0.6667,0.0174,10.4445,1,0.7614,11.94,1.3462,0.0192,8,1,21,11,0.0,1.9894,285.48,0.0041,0.1641,1.5957,5.471,11.9366,0.692,0.0084
164,Hyderabad,Dilsukhnagar Market,India,17.3684307,78.5234283,Medium,5806,2915.52,0.4507,0.0149,5.9167,0.0004,5.97,0.5,0.0032,10.9419,1,0.9009,0.0,1.2321,0.0179,8,0,15,16,0.3,0.4974,386.95,0.0018,0.1094,3.2609,2.4868,4.4762,0.66,0.0029
165,Hyderabad,LB Nagar Market,India,17.3501617,78.5510938,Medium,3957,1997.89,0.491,0.0163,2.6,0.0024,9.95,0.5,0.004,9.4498,1,0.8302,1.99,1.05,0.05,14,1,14,4,0.3333,0.0,365.56,0.0026,0.1044,0.2542,2.4868,2.4868,0.7222,0.0022
166,Hyderabad,Kukatpally Market,India,17.4930841,78.4054408,Medium,4593,2312.72,0.6455,0.0235,0.543,0.0014,75.1,0.5,0.0071,10.9419,1,0.8605,4.48,1.0877,0.0175,2,0,17,4,0.1875,1.4921,278.52,0.0025,0.1318,2.1,5.9683,3.9789,0.7578,0.0022
167,Hyderabad,SR Nagar Market,India,17.4452312,78.4449117,Medium,3808,1922.79,0.6262,0.0307,0.5062,0.0084,80.57,0.5,0.0124,9.9472,1,0.853,18.9,1.1724,0.0345,4,1,34,12,0.0,0.9947,380.48,0.0023,0.194,0.2632,3.9789,7.4604,0.8,0.0119
168,Hyderabad,Miyapur Junction,India,17.4981608,78.3567628,Medium,2807,1424.44,0.4483,0.019,0.9211,0.0015,18.9,0.5,0.0091,10.9419,1,0.8011,1.99,1.6316,0.0351,5,1,9,9,0.125,0.4974,283.99,0.0049,0.1194,0.2679,3.4815,1.9894,0.5347,0.0056
169,Hyderabad,Kompally Market,India,17.5354868,78.5096979,Medium,1079,565.0,0.4716,0.001,0.0,0.0,2.49,0.3333,0.0018,10.4445,1,0.844,3.98,1.1579,0.0175,1,0,4,16,0.0,0.0,189.0,0.0029,0.1243,1.4423,0.0,0.0,0.6939,0.0018
170,Hyderabad,Uppal Market,India,17.4027262,78.5710309,Medium,4900,2466.9,0.5246,0.0107,8.6667,0.0052,2.98,0.3333,0.0014,9.9472,1,0.8459,4.48,0.95,0.05,4,1,13,6,0.0909,0.9947,374.01,0.0013,0.1219,2.3077,0.9947,3.9789,0.6612,0.0004
171,Hyderabad,Hi-Tech City,India,17.4324633,78.3754773,Low,489,270.56,0.4719,0.1263,0.56,0.0968,37.3,0.3333,0.0147,10.4445,1,0.6401,3.98,1.4545,0.0909,8,1,10,6,0.0741,0.4974,110.91,0.0188,0.1243,0.566,0.9947,9.9472,0.6365,0.0037
172,Hyderabad,Madhapur Residential,India,17.4408924,78.3916304,Low,3341,1690.03,0.302,0.1112,1.1618,0.0071,86.04,0.5,0.0353,12.9313,1,0.7792,15.92,1.2982,0.0351,12,1,10,17,0.0138,0.9947,243.71,0.0049,0.2089,1.7647,9.9472,41.2808,0.507,0.0035
173,Hyderabad,Gachibowli Residential,India,17.4436222,78.3519638,Low,1404,725.65,0.4994,0.0585,0.9744,0.0017,19.4,0.5,0.0254,11.4393,1,0.6749,12.43,1.2364,0.0364,6,1,5,9,0.0,0.0,101.96,0.0114,0.1766,0.0,3.9789,5.9683,0.6939,0.0178
174,Hyderabad,Financial District Nanakramguda,India,17.4042541,78.3305213,Low,295,170.1,0.5161,0.032,0.4118,0.0,8.46,0.3333,0.0029,8.9525,1,0.7111,0.0,0.9574,0.0426,0,0,5,4,0.0,0.0,27.85,0.016,0.0895,4.5833,0.4974,3.4815,0.7076,0.0029
175,Hyderabad,Kokapet SEZ,India,17.4042541,78.3305213,Low,295,170.1,0.5161,0.032,0.4118,0.0,8.46,0.3333,0.0029,8.9525,1,0.7111,0.0,0.9574,0.0426,0,0,5,4,0.0,0.0,27.85,0.016,0.0895,4.5833,0.4974,3.4815,0.7076,0.0029
176,Hyderabad,Rajendranagar Residential,India,17.3346211,78.40868,Low,1776,913.15,0.256,0.0,0.0,0.0,0.0,0.0,0.0,8.4551,1,0.8476,0.0,0.8,0.05,0,0,11,16,0.5,0.0,193.97,0.0006,0.0846,3.3673,0.0,0.0,0.5,0.0
178,Hyderabad,IDA Nacharam Industrial,India,17.3996897,78.5555074,Low,1864,955.92,0.6399,0.0298,3.9,0.0103,4.97,0.3333,0.0104,10.4445,1,0.7948,2.49,1.1379,0.0172,14,0,8,10,0.25,0.0,181.04,0.0052,0.1169,5.2326,4.4762,3.4815,0.8125,0.001
179,Hyderabad,Patancheru Industrial Area,India,17.5286092,78.2674254,Low,2759,1401.56,0.3204,0.0124,32.0,0.0,0.5,0.1667,0.0039,10.4445,1,0.8505,0.0,0.8136,0.0169,0,1,13,15,0.6667,0.9947,219.83,0.0015,0.1044,2.3529,0.4974,3.4815,0.5,0.0007
180,Hyderabad,Shamshabad Residential,India,17.257207,78.3451039,Low,2,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4974,0,0.7698,0.0,5.0,0.0,0,0,0,0,0.0,0.0,30.84,1.0,0.005,0.0,0.0,0.0,0.0,0.0
181,Hyderabad,Bachupally Residential,India,17.536648,78.3644736,Low,1085,568.98,0.3509,0.0038,0.4286,0.0,3.48,0.3333,0.0017,9.9472,1,0.7104,0.5,1.1356,0.0169,0,0,7,12,0.2,0.0,87.04,0.0038,0.102,2.0192,0.0,1.4921,0.56,0.0035
236,Kolkata,Uttarpara Industrial Howarh,India,22.6670459,88.3411458,Low,3190,1615.92,0.235,0.0,0.0,0.0003,4.48,0.3333,0.0,9.4498,1,0.851,0.5,0.8814,0.0169,1,0,11,13,0.0,0.0,272.55,0.0016,0.097,1.6981,0.0,0.0,0.4444,0.0022
237,Ahmedabad,Law Garden Area,India,23.0263944,72.5610565,High,1264,657.01,0.3792,0.0295,0.0548,0.2274,226.8,0.5,0.0076,11.9366,1,0.7628,34.82,1.1579,0.0,1,1,15,6,0.0,1.4921,213.86,0.0207,0.2934,0.2679,3.9789,2.9842,0.5354,0.0038
238,Ahmedabad,CG Road,India,23.026011,72.5567179,High,988,519.24,0.3465,0.039,0.0807,0.2732,141.75,0.6667,0.0115,12.9313,1,0.7328,35.81,1.3214,0.0179,1,1,10,8,0.0,1.4921,214.36,0.031,0.3084,1.4706,3.9789,3.4815,0.4897,0.0057
239,Ahmedabad,Manek Chowk Old City,India,23.0231798,72.5889516,High,246,150.7,0.3604,0.1696,0.2857,0.0,13.93,0.1667,0.0396,10.4445,1,0.8214,3.98,0.8596,0.0,3,1,4,8,0.0317,0.0,246.69,0.0268,0.1243,1.4423,0.4974,0.4974,0.5336,0.0165
240,Ahmedabad,Raipur Gate Pols,India,23.0174361,72.5947812,High,210,133.29,0.4371,0.1,0.24,0.0,12.43,0.3333,0.0149,10.4445,1,0.76,2.49,0.8276,0.0172,0,1,8,5,0.122,0.0,182.03,0.06,0.1169,1.1111,0.0,0.0,0.5996,0.0149
241,Ahmedabad,Kalupur Market,India,23.0263312,72.601,High,233,144.73,0.3908,0.0196,0.0833,0.0,5.97,0.1667,0.0069,9.9472,1,0.7669,2.98,0.7931,0.0,2,1,7,6,0.087,0.0,146.22,0.0131,0.1144,3.5106,0.0,0.0,0.5151,0.0034
242,Ahmedabad,Maninagar Market,India,22.9986596,72.6114013,Medium,1602,826.11,0.1914,0.004,0.0862,0.0107,28.85,0.3333,0.0012,10.9419,1,0.8873,1.49,1.2542,0.0,9,1,21,9,0.05,0.0,235.75,0.0067,0.1169,0.8036,0.0,0.0,0.265,0.0036
243,Ahmedabad,Satellite Road Junction,India,23.0272347,72.5071124,Medium,1423,732.61,0.2437,0.0167,0.2188,0.0263,31.83,0.3333,0.0054,12.9313,1,0.7368,10.44,1.4,0.0,4,1,7,6,0.0,0.0,86.04,0.0096,0.1815,5.2703,0.9947,1.4921,0.3114,0.0149
244,Ahmedabad,Navrangpura Market,India,23.034596,72.5602621,Medium,1873,958.41,0.3019,0.0281,0.0426,0.2077,338.2,0.5,0.0125,13.4287,1,0.7692,6.96,1.3148,0.0185,3,0,20,9,0.0,1.9894,175.57,0.0132,0.1691,0.283,0.9947,4.4762,0.4541,0.0016
245,Ahmedabad,Chandkheda Market,India,23.1100643,72.5811205,Medium,873,464.04,0.095,0.0134,0.08,0.0024,49.74,0.1667,0.0032,11.4393,1,0.8438,0.0,1.0167,0.0,4,0,8,8,0.0,0.0,400.37,0.0036,0.1144,0.5172,0.0,0.0,0.1327,0.0032
246,Ahmedabad,Bopal Market,India,23.0307489,72.4718735,Medium,2503,1273.24,0.4878,0.0045,0.2353,0.0029,16.91,0.5,0.0016,11.9366,1,0.751,0.5,1.2807,0.0,1,1,14,2,0.0,0.4974,172.58,0.0029,0.1219,2.8125,0.9947,0.9947,0.7188,0.0066
247,Ahmedabad,Gota Market,India,23.1010002,72.5408363,Medium,200,127.82,0.2485,0.0058,0.0,0.0,8.46,0.3333,0.0039,10.9419,1,0.7975,4.97,1.2105,0.0,0,0,10,6,0.4,0.0,68.64,0.0234,0.1343,1.4423,0.0,0.0,0.48,0.0078
248,Ahmedabad,Vatva Industrial Area,India,22.9556699,72.6367492,Medium,16,26.86,-0.0,0.0,0.0,0.0,0.0,0.0,0.0185,5.471,1,0.8595,2.98,1.0526,0.0263,1,0,7,1,1.0,0.0,78.09,0.2,0.0696,1.2857,0.0,0.0,0.0,0.0
249,Ahmedabad,Naroda Market,India,23.0854097,72.6580946,Medium,142,100.47,0.256,0.0075,1.0,0.0,0.0,0.0,0.0,9.4498,1,0.7736,0.5,1.0167,0.0167,1,0,10,7,0.5,0.0,280.01,0.0075,0.097,0.2542,0.0,0.4974,0.5,0.0
251,Ahmedabad,Sanand Industrial Area,India,23.0015941,72.2595567,Low,7,5.47,0.1664,0.0,0.0,0.0,0.0,0.0,0.0,0.4974,0,0.5556,0.0,2.0,0.0,0,0,0,0,0.8333,0.0,7.96,0.0,0.005,0.0,0.0,0.0,0.2778,0.0
252,Ahmedabad,Bavla Industrial GIDC,India,22.8278859,72.3684741,Low,239,147.72,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9472,1,0.8341,0.0,0.7414,0.0345,1,0,9,7,0.0,0.0,80.07,0.0043,0.0995,0.0,0.0,0.0,0.0,0.0
