location_id,city,neighbourhood,country,lat,lon,expected_class,osm_element_count,F01_poi_density,F02_land_use_entropy,F03_retail_gf_ratio,F04_work_residential_ratio,F05_housing_in_between,F06_residential_density,F07_housing_diversity,F08_public_private_gradient,F09_street_cafe_density,F10_market_cluster,F12_gamma_index,F13_pedestrian_count,F14_shop_variety,F15_night_economy,F16_transit_access,F17_civic_presence,F18_healthcare_access,F19_education_scatter,F20_industrial_ribbon,F21_home_workshop_density,F22_intersection_density,F23_height_mix,F25_promenade_score,F26_density_gradient,F27_food_stand_density,F28_workspace_cluster,F29_gini_simpson,F30_green_space_ratio
64,Mumbai,Chembur Camp Area,India,19.054818,72.8979713,Medium,1512,780.36,0.4386,0.0397,0.3366,0.0065,50.23,0.6667,0.0198,13.4287,1,0.712,16.91,1.2632,0.0526,15,0,22,8,0.0,0.4974,145.73,0.0122,0.2188,1.1321,5.471,2.4868,0.5065,0.0083
65,Mumbai,Ghatkopar West Market,India,19.0862867,72.9056834,Medium,1391,720.67,0.466,0.0287,0.1293,0.0037,73.11,0.5,0.011,10.9419,1,0.751,27.35,1.0862,0.069,29,0,34,8,0.0725,0.4974,188.5,0.0139,0.2462,1.4151,1.4921,1.4921,0.573,0.0097
66,Mumbai,Matunga East Market,India,19.0261579,72.8520846,Medium,1644,827.61,0.6131,0.0835,0.3359,0.0,128.82,0.5,0.0204,13.4287,1,0.7319,41.28,1.05,0.0,21,0,15,12,0.0426,2.9842,200.93,0.009,0.3407,3.75,7.9577,5.471,0.756,0.021
67,Mumbai,Navi Mumbai Nerul Sector 19,India,19.0260113,73.0101671,Medium,727,371.53,0.613,0.0347,0.098,0.0019,25.37,0.3333,0.0174,9.9472,1,0.779,29.34,2.0,0.1,14,1,0,1,0.0217,0.0,115.39,0.0173,0.2462,0.0,0.0,0.4974,0.707,0.0268
69,Mumbai,Vasai East Market,India,19.3509804,72.8934705,Medium,5,16.91,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4762,1,0.5778,0.0,0.9655,0.0,2,0,0,0,1.0,0.0,4.48,0.0,0.0448,2.4,0.0,0.0,0.0,0.0
70,Mumbai,BKC Business District,India,19.0677245,72.8648464,Low,628,322.29,0.5188,0.1154,1.3529,0.0473,8.46,0.3333,0.0401,10.9419,1,0.6917,27.35,2.35,0.45,23,0,0,1,0.0319,0.0,136.28,0.0148,0.2462,3.75,1.9894,8.9525,0.6299,0.0154
71,Mumbai,Borivali East Residential,India,19.2187187,72.8654856,Low,608,321.79,0.3708,0.025,0.0446,0.0135,133.79,0.1667,0.0031,9.9472,1,0.697,3.98,1.3333,0.1538,2,1,1,1,0.1,0.0,111.41,0.0154,0.1194,1.7143,0.0,0.4974,0.4844,0.0155
72,Mumbai,Malabar Hill Residential,India,18.9581616,72.8033665,Low,883,466.03,0.391,0.0279,0.0171,0.0029,320.3,0.3333,0.0139,10.9419,1,0.7155,29.34,1.7037,0.037,20,0,14,10,0.0,0.0,148.21,0.0103,0.2561,0.0,0.4974,1.4921,0.6017,0.0245
73,Mumbai,Goregaon Film City Area,India,19.1648688,72.8495492,Low,1111,570.97,0.4823,0.0245,0.0854,0.0032,81.57,0.5,0.0157,11.4393,1,0.7579,12.43,1.2162,0.027,8,1,12,1,0.1111,0.0,170.59,0.0107,0.1766,3.5,0.9947,1.4921,0.6118,0.0078
75,Mumbai,Navi Mumbai Belapur CBD,India,19.0230025,73.0393601,Low,1244,628.66,0.6569,0.0191,1.1538,0.001,6.47,0.5,0.004,9.4498,1,0.7691,41.28,1.6,0.3,22,1,0,1,0.1538,0.0,201.93,0.009,0.3009,0.0,0.0,4.4762,0.8034,0.0198
77,Mumbai,Vikhroli Industrial Park,India,19.1348551,72.8743383,Low,356,187.01,0.5463,0.0268,0.0472,0.0153,63.16,0.1667,0.0053,10.4445,1,0.6667,3.48,1.85,0.05,11,0,6,0,0.0909,0.4974,42.77,0.0345,0.1219,0.7895,0.0,0.0,0.6612,0.0319
89,Bengaluru,Malleshwaram 15th Cross,India,13.0050199,77.5711666,High,5533,2761.84,0.4631,0.0696,1.8849,0.0082,69.13,0.6667,0.0189,10.9419,1,0.9248,94.0,1.55,0.0,16,1,31,7,0.044,2.9842,454.09,0.0035,0.5794,6.4286,9.4498,32.3283,0.5297,0.005
92,Bengaluru,Shivajinagar Market,India,12.9832825,77.6100382,High,6084,3035.88,0.6781,0.048,7.6897,0.0112,14.42,0.5,0.008,11.9366,1,0.8632,109.92,2.05,0.0,14,1,8,4,0.0407,1.9894,440.66,0.004,0.6194,1.6667,5.9683,13.9261,0.7928,0.0021
96,Bengaluru,HSR Layout Sector 1,India,12.9231694,77.6516854,Medium,2648,1326.95,0.5897,0.1038,2.163,0.0257,45.76,0.6667,0.015,11.9366,1,0.9332,25.86,2.45,0.2,16,1,5,0,0.0435,1.9894,165.12,0.006,0.2487,1.6667,5.471,16.4129,0.6704,0.0045
99,Bengaluru,JP Nagar 7th Phase Market,India,12.9118423,77.5870665,Medium,6382,3184.09,0.4861,0.0459,3.5283,0.0047,26.36,0.5,0.0145,9.9472,1,0.9245,127.32,1.65,0.3,24,1,15,6,0.087,1.4921,426.73,0.0031,0.5995,1.6667,7.4604,17.9049,0.5553,0.0045
182,Hyderabad,Kondapur Residential,India,17.4587912,78.3730556,Low,1371,708.74,0.5215,0.0965,0.4967,0.0383,76.1,0.5,0.0281,10.9419,1,0.6871,16.41,1.5926,0.0556,8,1,12,7,0.0333,0.4974,126.33,0.0109,0.1915,2.6087,3.9789,12.9313,0.6867,0.007
183,Hyderabad,Tellapur Residential,India,17.4745821,78.2991398,Low,1422,736.09,0.5119,0.0021,0.001,0.0,477.96,0.3333,0.0014,9.9472,1,0.8736,0.99,1.0517,0.0172,0,0,7,17,0.0,0.0,210.88,0.0029,0.1044,5.2326,0.0,0.0,0.75,0.0027
185,Hyderabad,Shamirpet Residential,India,17.6618453,78.6030577,Low,565,291.45,-0.0,0.02,0.0764,0.0,71.62,0.1667,0.0,3.4815,1,0.807,0.0,1.1429,0.0,0,0,1,0,1.0,0.0,13.93,0.0036,0.0348,0.0,0.0,5.471,0.0,0.0
186,Chennai,T Nagar Pondy Bazaar,India,13.0407738,80.2376491,High,3334,1686.55,0.4117,0.0577,5.2308,0.0034,12.93,0.5,0.0142,8.9525,1,0.762,8.95,1.0877,0.0877,15,1,11,4,0.2366,0.9947,203.92,0.0037,0.1343,1.4423,3.4815,5.471,0.5691,0.0029
187,Chennai,Mylapore Tank Area,India,13.0338433,80.2678513,High,3064,1549.27,0.5973,0.0298,12.4,0.0022,2.49,0.3333,0.009,11.9366,1,0.8106,9.95,1.1961,0.0196,21,1,17,16,0.15,0.0,231.27,0.0029,0.1691,4.125,6.963,5.471,0.7247,0.0029
188,Chennai,Nungambakkam High Road,India,13.0621017,80.2452865,High,1929,989.25,0.3404,0.0728,5.5333,0.0049,7.46,0.3333,0.0261,15.4181,1,0.7448,3.98,1.35,0.0667,16,1,19,7,0.0164,0.4974,170.1,0.0062,0.1741,1.6667,2.4868,11.4393,0.4332,0.003
189,Chennai,Parry's Corner,India,13.215974,80.3240165,High,79,68.64,0.3134,0.0,0.0,0.0,0.0,0.0,0.0,9.9472,1,0.9131,0.0,0.6441,0.0,1,0,8,9,0.6667,0.0,68.64,0.0462,0.0995,0.0,0.0,0.0,0.4938,0.0
191,Chennai,Sowcarpet,India,13.0884967,80.2783092,High,5416,2723.04,0.7204,0.2128,39.0476,0.0017,10.44,0.5,0.0153,9.9472,1,0.7814,66.15,0.8814,0.0,23,1,6,12,0.2069,3.4815,196.95,0.0041,0.4302,1.3889,13.9261,12.434,0.8068,0.0057
192,Chennai,Triplicane Market,India,13.0604285,80.2750704,High,1723,884.8,0.5684,0.0449,2.6429,0.0027,6.96,0.3333,0.0197,10.9419,1,0.8946,5.47,0.9643,0.0,13,1,17,11,0.1333,0.0,261.61,0.008,0.1368,2.1429,2.4868,5.471,0.6686,0.0022
193,Chennai,Anna Nagar Tower Park,India,13.0865345,80.2142503,Medium,3416,1726.33,0.5319,0.0131,9.0,0.0016,1.49,0.1667,0.0055,11.4393,1,0.8623,13.93,1.1091,0.0182,29,1,10,7,0.3667,0.0,188.0,0.0019,0.184,0.8654,3.4815,1.9894,0.7111,0.0026
194,Chennai,Velachery Main Road,India,12.9912366,80.2198356,Medium,2201,1123.04,0.6193,0.0863,6.0417,0.003,11.94,0.3333,0.0124,9.9472,1,0.8234,1.49,1.2281,0.0175,14,1,7,7,0.1111,0.9947,147.22,0.0046,0.1069,1.7647,2.4868,2.4868,0.7901,0.0013
195,Chennai,Adyar Main Road,India,13.0077889,80.2210455,Medium,889,471.99,0.5786,0.0468,1.1154,0.0065,12.93,0.1667,0.0074,9.4498,1,0.6618,1.49,1.4667,0.1,6,1,8,10,0.1163,0.0,48.74,0.013,0.102,1.9811,0.4974,8.4551,0.689,0.0042
196,Chennai,Tambaram West Market,India,12.9256549,80.10437,Medium,3154,1597.02,0.3839,0.0051,4.3333,0.0013,1.49,0.3333,0.0022,9.9472,1,0.7767,0.5,1.3333,0.0526,1,1,17,6,0.0,0.0,207.9,0.0022,0.102,3.1915,0.4974,2.4868,0.625,0.0
197,Chennai,Chromepet Market,India,12.9575007,80.1435066,Medium,2544,1293.13,0.3664,0.0195,11.3333,0.0033,1.49,0.1667,0.0062,9.4498,1,0.8214,0.99,1.0714,0.0357,1,1,28,9,0.3571,0.0,199.94,0.0041,0.0995,7.7027,0.0,0.0,0.602,0.0
198,Chennai,Porur Junction,India,13.0348357,80.1559987,Medium,2923,1483.13,-0.0,0.0052,1.75,0.0003,3.98,0.3333,0.0003,9.9472,1,0.7645,0.0,1.2881,0.0678,5,0,11,5,0.0,0.0,222.32,0.0024,0.0995,6.0714,0.0,0.4974,0.0,0.0
199,Chennai,Sholinganallur Market,India,12.9174426,80.2164902,Medium,151,79.08,0.3839,0.0308,2.0,0.0385,0.5,0.1667,0.0126,0.9947,1,0.81,3.98,2.5,0.0,0,0,0,0,0.0,0.0,36.8,0.0308,0.0298,0.0,0.0,0.4974,0.625,0.0126
200,Chennai,Mogappair West Market,India,13.0825352,80.1709175,Medium,2212,1128.51,0.3204,0.0169,0.2645,0.0136,60.18,0.5,0.0035,10.4445,1,0.8531,0.99,1.1754,0.0351,3,0,12,5,0.6667,0.0,273.05,0.0075,0.1094,5.3571,0.4974,2.9842,0.5,0.0018
201,Chennai,Avadi Market,India,13.0274366,80.1724209,Medium,2026,1035.5,0.6004,0.0109,0.9286,0.0026,6.96,0.5,0.0058,12.434,1,0.8251,2.98,1.4821,0.0357,9,0,5,9,0.3846,0.0,184.02,0.0041,0.1393,0.5556,0.4974,1.4921,0.7692,0.0038
202,Chennai,Perambur Market,India,13.1121242,80.245022,Medium,3297,1668.14,0.5842,0.0037,0.6667,0.0009,2.98,0.5,0.003,9.9472,1,0.8517,7.96,1.2281,0.0,9,0,12,12,0.0667,0.0,244.2,0.0019,0.1393,1.1321,0.0,0.4974,0.7644,0.0012
203,Chennai,OMR IT Corridor Perungudi,India,13.0031464,80.2475143,Low,1973,1008.15,0.5861,0.0289,1.8,0.0034,9.95,0.6667,0.0104,11.4393,1,0.7952,6.96,1.4074,0.0185,18,1,15,12,0.1132,0.0,125.33,0.0085,0.1492,0.283,1.9894,1.9894,0.7056,0.0059
204,Chennai,Tidel Park IT Area,India,12.9895935,80.2488721,Low,1399,724.65,0.5516,0.0342,2.0714,0.012,6.96,0.3333,0.0103,11.4393,1,0.7484,17.9,1.569,0.0172,19,1,11,20,0.225,0.0,139.76,0.0094,0.2039,0.5357,1.9894,10.9419,0.7038,0.0075
205,Chennai,SIPCOT IT Park Siruseri,India,13.0670487,80.2433599,Low,1839,943.99,0.5028,0.0379,3.6364,0.0037,5.47,0.3333,0.0179,14.9208,1,0.746,6.96,1.1864,0.0508,13,1,14,11,0.0714,0.0,166.12,0.0049,0.184,1.3889,1.4921,5.9683,0.6134,0.0047
206,Chennai,Sholinganallur IT Hub,India,12.9174426,80.2164902,Low,151,79.08,0.3839,0.0308,2.0,0.0385,0.5,0.1667,0.0126,0.9947,1,0.81,3.98,2.5,0.0,0,0,0,0,0.0,0.0,36.8,0.0308,0.0298,0.0,0.0,0.4974,0.625,0.0126
207,Chennai,Radial Road Residential,India,12.9131978,80.1915965,Low,2974,1507.5,-0.0,0.0255,58.0,0.0,0.5,0.1667,0.0059,7.9577,1,0.7991,0.0,1.2281,0.0877,3,1,32,8,0.0,0.4974,227.29,0.0007,0.0796,2.449,1.9894,3.4815,0.0,0.0003
208,Chennai,Medavakkam Residential,India,12.9229928,80.1882897,Low,1446,747.53,0.0683,0.0221,23.0,0.0,0.5,0.1667,0.008,10.4445,1,0.7629,0.99,1.193,0.0,4,0,19,13,0.0,0.0,158.66,0.0015,0.1094,0.5455,0.4974,0.4974,0.0868,0.0013
209,Chennai,Poonamallee Residential,India,13.0770176,80.2074711,Low,3305,1672.62,0.3844,0.0078,0.3333,0.0009,31.33,0.3333,0.0021,8.9525,1,0.7948,1.99,1.1207,0.0345,3,1,10,13,0.125,0.0,186.01,0.0016,0.0995,0.5357,0.9947,2.9842,0.5547,0.0003
210,Chennai,Manali Industrial Area,India,13.1520036,80.2723858,Low,86,44.76,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4921,0,0.8205,0.0,1.0,0.0,0,0,0,0,1.0,0.0,30.84,0.025,0.0149,0.0,0.0,0.0,0.0,0.0
212,Chennai,Ambattur Industrial Estate,India,13.0922855,80.1675492,Low,815,433.2,0.1664,0.0246,4.5,0.0078,1.99,0.1667,0.0011,10.9419,1,0.7421,0.0,0.7321,0.0,4,0,7,6,0.8333,0.0,87.04,0.0065,0.1094,0.2727,0.0,0.9947,0.2778,0.0011
213,Chennai,Perungalathur Residential,India,12.9256549,80.10437,Low,3154,1597.02,0.3839,0.0051,4.3333,0.0013,1.49,0.3333,0.0022,9.9472,1,0.7767,0.5,1.3333,0.0526,1,1,17,6,0.0,0.0,207.9,0.0022,0.102,3.1915,0.4974,2.4868,0.625,0.0
214,Kolkata,Park Street Chowringhee,India,22.5548915,88.3502179,High,1348,696.8,0.4624,0.2154,19.5,0.0207,2.98,0.3333,0.0678,13.4287,1,0.8281,38.79,1.2264,0.1509,14,1,4,10,0.0741,0.9947,161.64,0.015,0.3283,1.9149,14.4234,4.4762,0.6008,0.005
215,Kolkata,New Market Esplanade Area,India,22.5627183,88.3541137,High,2260,1152.88,0.3788,0.044,29.5,0.0015,0.99,0.1667,0.0177,9.9472,1,0.8467,8.95,0.9828,0.0862,18,0,1,5,0.1,1.4921,264.1,0.004,0.1442,1.4151,4.9736,5.471,0.5156,0.003
216,Kolkata,Gariahat Market,India,22.5195199,88.3659278,High,4372,2200.81,0.2784,0.0105,16.0,0.0,0.0,0.0,0.007,12.9313,1,0.8032,8.46,0.9623,0.0943,15,0,18,10,0.2273,0.4974,343.68,0.0005,0.1716,3.4884,1.9894,1.4921,0.4058,0.0029
217,Kolkata,Shyambazar Five Point Crossing,India,22.601335,88.3724974,High,2495,1269.76,0.3079,0.0076,2.75,0.0,1.99,0.6667,0.0027,11.4393,1,0.8429,2.49,0.9138,0.0,15,1,16,7,0.2553,0.0,304.88,0.0025,0.1268,5.2326,0.0,0.9947,0.4509,0.0051
218,Kolkata,Hatibagan Market,India,22.5949572,88.3709282,High,3035,1537.83,0.2374,0.0051,1.4286,0.0,3.48,0.5,0.0023,11.9366,1,0.8745,1.49,0.8772,0.0,10,1,17,14,0.0435,0.4974,355.61,0.002,0.1268,4.4318,0.4974,2.4868,0.3062,0.0045
219,Kolkata,Burrabazar,India,22.5819912,88.3541695,High,2759,1400.07,0.3195,0.0049,5.5,0.0019,0.99,0.1667,0.0028,10.4445,1,0.8026,6.47,1.0357,0.0,6,0,5,13,0.1081,0.0,288.97,0.003,0.1368,2.8723,0.0,2.9842,0.5084,0.0021
220,Kolkata,College Street Book Market,India,22.5672157,88.3601335,High,3518,1779.05,0.3296,0.0128,15.5,0.0009,0.99,0.1667,0.0059,10.4445,1,0.8443,2.98,0.9661,0.0508,16,0,14,9,0.0857,1.4921,327.26,0.0021,0.1194,0.5263,1.9894,4.9736,0.4588,0.002
221,Kolkata,Lake Town Market,India,22.6057276,88.4029611,Medium,4816,2423.63,0.3315,0.003,0.0332,0.0002,119.86,0.5,0.0016,11.9366,1,0.8187,7.96,1.4035,0.0,7,0,13,9,0.3673,0.0,359.09,0.0015,0.1592,2.1,3.4815,0.4974,0.5364,0.0031
222,Kolkata,Jadavpur Market,India,22.4964153,88.3694109,Medium,4409,2220.71,0.2093,0.004,14.0,0.0,0.0,0.0,0.0009,10.9419,1,0.8183,2.98,0.9286,0.0,14,0,6,18,0.1048,0.0,404.85,0.0005,0.1243,5.0,0.4974,2.4868,0.2491,0.0036
223,Kolkata,Dum Dum Market,India,22.6520597,88.4360417,Medium,2289,1167.3,-0.0,0.0004,1.0,0.0,0.0,0.0,0.0,11.4393,1,0.8043,0.0,1.2414,0.0172,2,0,7,10,0.0,0.0,179.55,0.0018,0.1144,2.4,0.0,0.4974,0.0,0.0017
224,Kolkata,Tollygunge Market,India,22.5077549,88.3477217,Medium,3699,1866.59,0.1744,0.0057,0.5455,0.0003,5.47,0.5,0.004,12.434,1,0.8025,3.48,1.2037,0.0185,10,0,14,11,0.1806,0.0,256.64,0.0025,0.1417,0.0,0.0,0.4974,0.2959,0.0035
225,Kolkata,Behala Market,India,22.5001529,88.3174874,Medium,7069,3544.68,0.5119,0.0011,5.0,0.0001,0.0,0.0,0.0004,11.4393,1,0.8321,0.5,0.8966,0.0,19,0,6,8,0.25,0.0,321.79,0.0006,0.1169,2.0588,0.4974,0.0,0.75,0.001
226,Kolkata,Barasat Market,India,22.7191072,88.4826229,Medium,3176,1608.46,0.235,0.0022,6.0,0.0003,0.0,0.0,0.0006,10.4445,1,0.8561,0.99,1.1552,0.0172,4,0,4,8,0.0,0.0,269.07,0.0013,0.1094,2.4,0.0,0.9947,0.4444,0.0012
227,Kolkata,Howrah Station Area,India,22.5833648,88.3403452,Medium,837,445.63,0.5518,0.008,4.0,0.0013,0.0,0.0,0.0022,9.9472,1,0.7786,14.42,0.9831,0.1017,8,0,8,12,0.25,0.0,110.41,0.008,0.1716,0.0,1.9894,0.4974,0.75,0.0067
228,Kolkata,Baruipur Market,India,22.3607154,88.4325575,Medium,73,65.65,0.256,0.0196,1.0,0.0,0.0,0.0,0.0,10.4445,1,0.8208,1.49,0.8475,0.0,1,1,6,8,0.0,0.0,150.7,0.0196,0.1119,3.0612,0.0,0.0,0.5,0.0455
229,Kolkata,Salt Lake Sector V IT,India,22.5809434,88.4290872,Low,2626,1334.91,0.5937,0.0114,0.0399,0.0061,261.61,0.6667,0.0037,10.4445,1,0.7812,1.99,1.1724,0.0517,24,0,13,16,0.254,0.4974,169.1,0.0053,0.1144,0.2632,3.4815,8.9525,0.7438,0.0075
230,Kolkata,Rajarhat Newtown Sector 1,India,22.6292554,88.486097,Low,2595,1320.49,0.1198,0.0004,0.037,0.0004,13.43,0.3333,0.0,9.4498,1,0.7535,0.0,1.0167,0.0167,7,0,4,10,0.0385,0.0,100.96,0.002,0.0945,8.6842,0.0,0.4974,0.145,0.0053
231,Kolkata,Rajarhat Newtown Action Area,India,22.6292554,88.486097,Low,2595,1320.49,0.1198,0.0004,0.037,0.0004,13.43,0.3333,0.0,9.4498,1,0.7535,0.0,1.0167,0.0167,7,0,4,10,0.0385,0.0,100.96,0.002,0.0945,8.6842,0.0,0.4974,0.145,0.0053
232,Kolkata,Bantala Industrial Area,India,22.5329995,88.3964191,Low,1661,855.46,-0.0,0.0018,2.0,0.0,0.5,0.1667,0.0006,10.9419,1,0.8207,0.5,0.9661,0.0847,10,0,4,10,0.0,0.0,140.75,0.0018,0.1119,3.0612,0.0,0.4974,0.0,0.0006
234,Kolkata,New Town Eco Park Area,India,22.6289154,88.4594347,Low,749,399.88,0.3171,0.0028,0.02,0.0,24.87,0.3333,0.0012,9.9472,1,0.7344,3.48,1.2182,0.0182,0,0,7,13,0.0,0.0,123.84,0.0042,0.1169,0.566,0.0,0.0,0.5207,0.0075
235,Kolkata,Joka Residential,India,22.4440967,88.3017146,Low,850,432.7,0.256,0.0048,3.0,0.0,0.5,0.1667,0.0023,8.9525,0,0.7479,2.49,0.8,0.15,0,1,0,1,0.5,0.0,76.59,0.0048,0.102,0.7895,0.9947,0.4974,0.5,0.0
255,Ahmedabad,Shela Residential,India,23.0108213,72.4427119,Low,120,82.06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9525,1,0.7253,0.0,0.8889,0.0222,0,0,5,3,0.0,0.0,45.26,0.0088,0.0895,1.875,0.0,0.0,0.0,0.0242
256,Ahmedabad,Thaltej Residential,India,23.0485393,72.511742,Low,1895,969.35,0.3373,0.0028,0.0073,0.066,273.55,0.3333,0.0005,12.9313,1,0.8049,10.94,1.3333,0.0,2,0,9,5,0.0541,0.0,114.89,0.0102,0.184,0.0,0.0,0.9947,0.4427,0.0015
257,Ahmedabad,Motera Residential,India,23.0917717,72.5973345,Low,1457,754.49,0.317,0.0,0.0,0.0778,81.57,0.5,0.0,9.9472,1,0.756,0.0,0.9333,0.0,5,0,13,7,0.0877,0.0,184.52,0.0109,0.0995,0.0,0.0,0.0,0.3669,0.0007
258,Ahmedabad,Tragad Residential,India,23.1283467,72.558657,Low,47,52.22,-0.0,0.0345,0.0667,0.0,7.46,0.1667,0.0,12.434,1,0.8095,4.97,1.069,0.0,0,0,2,13,0.0,0.0,37.8,0.1379,0.1492,0.8182,0.0,0.0,0.0,0.0286
259,Jaipur,MI Road,India,26.9160258,75.8015394,High,918,482.94,-0.0,0.1384,12.5,0.0029,1.99,0.3333,0.0566,10.4445,1,0.7535,5.97,1.4528,0.2075,20,1,17,6,0.0,0.0,254.65,0.0114,0.1343,0.5882,2.9842,1.4921,0.0,0.0021
260,Jaipur,Johri Bazaar,India,26.9185848,75.8264162,High,1740,893.26,0.363,0.0812,98.0,0.0123,0.0,0.0,0.0122,10.9419,1,0.8405,25.37,0.6429,0.0,21,0,16,8,0.0833,0.0,249.67,0.0041,0.2362,1.8,0.9947,0.0,0.5139,0.0017
261,Jaipur,Bapu Bazaar,India,26.9164643,75.8227753,High,1787,916.63,0.4021,0.0597,77.0,0.0108,0.0,0.0,0.0098,9.9472,1,0.8224,7.96,0.6964,0.0,20,0,17,7,0.1,0.0,199.94,0.0038,0.1393,1.4706,1.4921,0.0,0.58,0.0016
262,Jaipur,Tripolia Bazaar,India,26.9238788,75.8226351,High,1878,960.4,0.1391,0.0941,111.0,0.0116,0.0,0.0,0.0192,11.4393,1,0.8472,32.33,0.8679,0.0189,19,0,22,9,0.125,0.0,259.12,0.0039,0.276,0.2885,2.4868,0.0,0.2188,0.001
263,Jaipur,Chaura Rasta,India,26.9198815,75.8216506,High,2311,1176.25,0.3509,0.0701,110.0,0.01,0.0,0.0,0.0135,11.4393,1,0.8336,27.85,0.7593,0.0,23,0,20,6,0.2,0.0,238.73,0.003,0.2537,3.0,1.4921,0.0,0.56,0.0008
333,Kochi,Kalamassery Industrial,India,10.0434276,76.3168894,Low,696,375.51,0.5678,0.167,2.4839,0.0469,15.42,0.6667,0.0265,9.4498,1,0.7464,1.99,1.1356,0.0339,9,1,14,9,0.0476,0.0,141.25,0.0281,0.1044,3.0612,1.4921,10.4445,0.7256,0.0066
334,Visakhapatnam,Dwaraka Nagar,India,17.7285947,83.3092963,Medium,1739,892.76,0.6087,0.3778,1.2643,0.1622,139.26,0.5,0.0384,10.4445,1,0.8756,54.21,1.125,0.0179,16,1,15,14,0.4412,1.4921,430.22,0.0119,0.3755,0.0,6.4657,20.8891,0.7405,0.0061
335,Visakhapatnam,MVP Colony Market,India,17.7422648,83.3356865,Medium,4392,2211.76,0.426,0.0228,0.0286,0.0321,1527.89,0.6667,0.0065,11.9366,1,0.8826,16.91,0.9455,0.0,8,1,23,13,0.1429,2.4868,324.78,0.0039,0.2039,1.1765,6.963,7.9577,0.6122,0.004
336,Visakhapatnam,RTC Complex Area,India,17.7217267,83.3076171,High,2383,1212.06,0.615,0.2453,0.4876,0.1477,381.47,0.5,0.0275,10.4445,1,0.8271,43.77,1.4074,0.037,14,1,15,11,0.4167,1.9894,349.64,0.0073,0.3233,0.0,5.9683,20.8891,0.7531,0.0057
337,Visakhapatnam,Gajuwaka Industrial,India,17.6813983,83.2130062,Low,74,66.65,0.256,0.375,11.0,0.0312,0.5,0.1667,0.0075,9.4498,1,0.8907,0.0,0.9,0.05,2,0,14,2,0.5,0.0,262.11,0.1562,0.0945,0.0,0.0,0.0,0.5,0.0
338,Visakhapatnam,Rushikonda IT Park,India,17.8033115,83.3814539,Low,82,46.25,0.3509,0.0,0.0,0.0133,0.0,0.0,0.0,2.9842,0,0.8776,0.0,1.0,0.0909,0,0,0,0,0.2,0.0,31.33,0.0267,0.0298,0.0,0.0,0.0,0.56,0.0108
339,Bhopal,New Market Area,India,23.2352467,77.4002749,Medium,2317,1181.23,0.4343,0.1073,101.0,0.0709,0.99,0.3333,0.0109,10.4445,1,0.7901,9.95,1.2241,0.0,5,1,12,3,0.0,0.0,239.23,0.0025,0.1542,6.75,5.471,4.4762,0.6597,0.0008
340,Bhopal,Chowk Bazaar Old City,India,23.2769848,77.4659595,High,2154,1100.66,-0.0,0.0057,12.0,0.0005,0.0,0.0,0.0014,9.9472,1,0.8486,0.0,1.1525,0.0339,0,0,6,10,0.0,0.0,338.7,0.0009,0.0995,0.2586,0.0,0.0,0.0,0.0023
341,Bhopal,MP Nagar Market,India,23.2366842,77.4002958,Medium,2433,1238.92,0.4333,0.1027,102.0,0.0672,0.99,0.3333,0.0104,10.4445,1,0.7738,10.44,1.2241,0.0,6,1,12,3,0.0,0.0,229.78,0.0024,0.1567,6.2195,5.471,5.471,0.6627,0.0008
342,Bhopal,Mandideep Industrial,India,23.1548609,77.4744729,Low,715,372.52,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4762,1,0.7533,0.0,1.5,0.0294,0,0,2,3,0.0,0.0,72.12,0.0014,0.0448,1.4516,0.0,0.0,0.0,0.0
343,Patna,Fraser Road,India,25.6056603,85.1372927,Medium,325,189.99,0.3964,0.5081,4.8333,0.0403,5.97,0.3333,0.0262,10.4445,1,0.7167,33.82,1.3684,0.0,1,1,11,2,0.125,0.9947,243.21,0.0726,0.2735,0.8333,4.4762,4.9736,0.5625,0.0288
344,Patna,Boring Road Market,India,25.616517,85.1137693,Medium,1480,763.94,0.4401,0.0591,1.3036,0.004,27.85,0.5,0.0091,11.9366,1,0.7921,21.88,1.0536,0.0,0,1,24,3,0.0,1.9894,281.51,0.0064,0.2288,1.4706,7.9577,7.4604,0.6537,0.0013
346,Patna,Danapur Cantt Residential,India,25.6343901,85.0298329,Low,28,36.31,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4868,1,0.8659,0.0,0.8889,0.0,0,0,18,4,0.0,0.0,40.78,0.0588,0.0249,0.3409,0.0,0.0,0.0,0.0137
348,Vadodara,Alkapuri Market,India,22.3101726,73.1756893,High,149,101.46,0.4919,0.1321,6.0,0.0755,0.0,0.0,0.0049,10.9419,1,0.7834,1.49,0.9455,0.0,1,0,22,4,0.0,0.0,214.86,0.1132,0.1169,1.5,6.4657,1.4921,0.72,0.0196
349,Vadodara,GIDC Makarpura Industrial,India,22.2583184,73.1922881,Low,55,56.7,0.256,0.0444,2.0,0.0,0.5,0.1667,0.0,10.4445,1,0.8168,0.0,0.9322,0.0,0,0,13,5,0.5,0.0,297.92,0.0444,0.1044,2.3529,0.0,0.9947,0.5,0.0
